0.0,2840.07142675,9547.49350086,14308.4480452,24498.7337522,18377.6363544,27264.2467377,30486.1558263,32022.5519293,31917.1103706,20280.4285605,36445.3441355,33562.6947828,29974.3895912,25181.4545315,35803.6493271,37594.6038714,32926.2986798,20904.0324574,39782.8376363,34686.3701065,32004.4610179,27997.0389438,23204.1038842,45487.4675043,42151.0714012,50658.4934754,54736.7272403,43972.9090631,54646.7272403
2840.07142675,0.0,6707.42207411,11468.3766184,21658.6623254,15537.5649276,24424.1753109,27646.0843995,29182.4805026,29077.0389438,17440.3571337,33605.2727087,30722.6233561,27134.3181644,22341.3831048,32963.5779004,34754.5324447,30086.227253,18063.9610307,36942.7662096,31846.2986798,29164.3895912,25156.9675171,20364.0324574,42647.3960776,39310.9999745,47818.4220486,51896.6558135,41132.8376363,51806.6558135
9547.49350086,6707.42207411,0.0,4760.9545443,14951.2402513,8830.1428535,17716.7532368,20938.6623254,22475.0584285,22369.6168697,10732.9350596,26897.8506346,24015.201282,20426.8960903,15633.9610307,26256.1558263,28047.1103706,23378.8051789,11356.5389566,30235.3441355,25138.8766057,22456.9675171,18449.545443,13656.6103833,35939.9740034,32603.5779004,41110.9999745,45189.2337394,34425.4155622,45099.2337394
14308.4480452,11468.3766184,4760.9545443,0.0,10190.285707,4069.1883092,12955.7986925,16177.7077811,17714.1038842,17608.6623254,5971.98051534,22136.8960903,19254.2467377,15665.941546,10873.0064864,21495.201282,23286.1558263,18617.8506346,6595.58441227,25474.3895912,20377.9220614,17696.0129728,13688.5908987,8895.65583902,31179.0194592,27842.6233561,36350.0454302,40428.2791951,29664.4610179,40338.2791951
24498.7337522,21658.6623254,14951.2402513,10190.285707,0.0,6121.09739779,2765.51298552,5987.42207411,7523.81817718,21833.3636201,10196.6818101,26361.597385,23478.9480324,19890.6428407,15097.7077811,25719.9025767,27510.857121,22842.5519293,10820.285707,29699.0908859,24602.6233561,21920.7142675,17913.2921934,13120.3571337,35403.7207539,32067.3246508,40574.7467249,44652.9804898,33889.1623127,44562.9804898
18377.6363544,15537.5649276,8830.1428535,4069.1883092,6121.09739779,0.0,8886.61038332,12108.5194719,13644.915575,15712.2662223,4075.58441227,20240.4999872,17357.8506346,13769.545443,8976.61038332,19598.8051789,21389.7597232,16721.4545315,4699.1883092,23577.9934881,18481.5259583,15799.6168697,11792.1947956,6999.25973595,29282.6233561,25946.227253,34453.6493271,38531.883092,27768.0649149,38441.883092
27264.2467377,24424.1753109,17716.7532368,12955.7986925,2765.51298552,8886.61038332,0.0,3221.90908859,4758.30519166,24598.8766057,12962.1947956,29127.1103706,26244.4610179,22656.1558263,17863.2207666,28485.4155622,30276.3701065,25608.0649149,13585.7986925,32464.6038714,27368.1363416,24686.227253,20678.8051789,15885.8701193,38169.2337394,34832.8376363,43340.2597104,47418.4934754,36654.6752982,47328.4934754
30486.1558263,27646.0843995,20938.6623254,16177.7077811,5987.42207411,12108.5194719,3221.90908859,0.0,1536.39610307,27820.7856942,16184.1038842,32349.0194592,29466.3701065,25878.0649149,21085.1298552,31707.3246508,33498.2791951,28829.9740034,16807.7077811,35686.51296,30590.0454302,27908.1363416,23900.7142675,19107.7792079,41391.142828,38054.7467249,46562.168799,50640.4025639,39876.5843868,50550.4025639
32022.5519293,29182.4805026,22475.0584285,17714.1038842,7523.81817718,13644.915575,4758.30519166,1536.39610307,0.0,29357.1817973,17720.4999872,33885.4155622,31002.7662096,27414.4610179,22621.5259583,33243.7207539,35034.6752982,30366.3701065,18344.1038842,37222.9090631,32126.4415333,29444.5324447,25437.1103706,20644.1753109,42927.5389311,39591.142828,48098.5649021,52176.798667,41412.9804898,52086.798667
31917.1103706,29077.0389438,22369.6168697,17608.6623254,21833.3636201,15712.2662223,24598.8766057,27820.7856942,29357.1817973,0.0,11636.6818101,4528.23376491,27517.2532241,23928.9480324,19136.0129728,29758.2077684,31549.1623127,26880.857121,14858.5908987,33737.3960776,28640.9285477,25959.0194592,21951.597385,17158.6623254,39442.0259455,36105.6298425,44613.0519166,48691.2856815,37927.4675043,48601.2856815
20280.4285605,17440.3571337,10732.9350596,5971.98051534,10196.6818101,4075.58441227,12962.1947956,16184.1038842,17720.4999872,11636.6818101,0.0,16164.915575,15880.571414,12292.2662223,7499.3311627,18121.5259583,19912.4805026,15244.1753109,3221.90908859,22100.7142675,17004.2467377,14322.3376491,10314.915575,5521.98051534,27805.3441355,24468.9480324,32976.3701065,37054.6038714,26290.7856942,36964.6038714
36445.3441355,33605.2727087,26897.8506346,22136.8960903,26361.597385,20240.4999872,29127.1103706,32349.0194592,33885.4155622,4528.23376491,16164.915575,0.0,32045.486989,28457.1817973,23664.2467377,34286.4415333,36077.3960776,31409.0908859,19386.8246636,38265.6298425,33169.1623127,30487.2532241,26479.8311499,21686.8960903,43970.2597104,40633.8636074,49141.2856815,53219.5194464,42455.7012692,53129.5194464
33562.6947828,30722.6233561,24015.201282,19254.2467377,23478.9480324,17357.8506346,26244.4610179,29466.3701065,31002.7662096,27517.2532241,15880.571414,32045.486989,0.0,3588.30519166,8433.96103068,2240.9545443,4031.90908859,636.396103068,12658.6623254,6220.1428535,1123.67532368,1558.23376491,5565.65583902,10358.5908987,11924.7727215,8588.37661841,17095.7986925,21174.0324574,10410.2142802,21084.0324574
29974.3895912,27134.3181644,20426.8960903,15665.941546,19890.6428407,13769.545443,22656.1558263,25878.0649149,27414.4610179,23928.9480324,12292.2662223,28457.1817973,3588.30519166,0.0,4845.65583902,5829.25973595,7620.21428025,2951.90908859,9070.35713375,9808.44804516,4711.98051534,2030.07142675,1977.35064736,6770.285707,15513.0779131,12176.6818101,20684.1038842,24762.3376491,13998.5194719,24672.3376491
25181.4545315,22341.3831048,15633.9610307,10873.0064864,15097.7077811,8976.61038332,17863.2207666,21085.1298552,22621.5259583,19136.0129728,7499.3311627,23664.2467377,8433.96103068,4845.65583902,0.0,10674.915575,12465.8701193,7797.56492761,4277.42207411,14654.1038842,9557.63635436,6875.72726577,2868.30519166,1977.35064736,20358.7337522,17022.3376491,25529.7597232,29607.9934881,18844.1753109,29517.9934881
35803.6493271,32963.5779004,26256.1558263,21495.201282,25719.9025767,19598.8051789,28485.4155622,31707.3246508,33243.7207539,29758.2077684,18121.5259583,34286.4415333,2240.9545443,5829.25973595,10674.915575,0.0,1790.9545443,2877.35064736,14899.6168697,3979.1883092,1117.27922061,3799.1883092,7806.61038332,12599.545443,9683.81817718,6347.42207411,14854.8441482,18933.0779131,8169.25973595,18843.0779131
37594.6038714,34754.5324447,28047.1103706,23286.1558263,27510.857121,21389.7597232,30276.3701065,33498.2791951,35034.6752982,31549.1623127,19912.4805026,36077.3960776,4031.90908859,7620.21428025,12465.8701193,1790.9545443,0.0,4668.30519166,16690.571414,2188.23376491,2908.23376491,5590.1428535,9597.56492761,14390.4999872,7892.86363289,4556.46752982,13063.8896039,17142.1233688,6378.30519166,17052.1233688
32926.2986798,30086.227253,23378.8051789,18617.8506346,22842.5519293,16721.4545315,25608.0649149,28829.9740034,30366.3701065,26880.857121,15244.1753109,31409.0908859,636.396103068,2951.90908859,7797.56492761,2877.35064736,4668.30519166,0.0,12022.2662223,6856.53895657,1760.07142675,921.837661841,4929.25973595,9722.19479559,12561.1688245,9224.77272148,17732.1947956,21810.4285605,11046.6103833,21720.4285605
20904.0324574,18063.9610307,11356.5389566,6595.58441227,10820.285707,4699.1883092,13585.7986925,16807.7077811,18344.1038842,14858.5908987,3221.90908859,19386.8246636,12658.6623254,9070.35713375,4277.42207411,14899.6168697,16690.571414,12022.2662223,0.0,18878.8051789,13782.3376491,11100.4285605,7093.00648638,2300.07142675,24583.4350469,21247.0389438,29754.4610179,33832.6947828,23068.8766057,33742.6947828
39782.8376363,36942.7662096,30235.3441355,25474.3895912,29699.0908859,23577.9934881,32464.6038714,35686.51296,37222.9090631,33737.3960776,22100.7142675,38265.6298425,6220.1428535,9808.44804516,14654.1038842,3979.1883092,2188.23376491,6856.53895657,18878.8051789,0.0,5096.46752982,7778.37661841,11785.7986925,16578.7337522,5704.62986798,2368.23376491,10875.655839,14953.8896039,4190.07142675,14863.8896039
34686.3701065,31846.2986798,25138.8766057,20377.9220614,24602.6233561,18481.5259583,27368.1363416,30590.0454302,32126.4415333,28640.9285477,17004.2467377,33169.1623127,1123.67532368,4711.98051534,9557.63635436,1117.27922061,2908.23376491,1760.07142675,13782.3376491,5096.46752982,0.0,2681.90908859,6689.3311627,11482.2662223,10801.0973978,7464.70129473,15972.1233688,20050.3571337,9286.53895657,19960.3571337
32004.4610179,29164.3895912,22456.9675171,17696.0129728,21920.7142675,15799.6168697,24686.227253,27908.1363416,29444.5324447,25959.0194592,14322.3376491,30487.2532241,1558.23376491,2030.07142675,6875.72726577,3799.1883092,5590.1428535,921.837661841,11100.4285605,7778.37661841,2681.90908859,0.0,4007.42207411,8800.35713375,13483.0064864,10146.6103833,18654.0324574,22732.2662223,11968.4480452,22642.2662223
